"netease_id","qq_id","name","artist","album","ne_name","ne_artist","qq_name","qq_artist","match_source","synced"
"426881487","107762013","前前前世 (movie ver.)","RADWIMPS","君の名は。","前前前世 (movie ver.)","RADWIMPS","前前前世","RADWIMPS","manual","1"
"431259256","108166948","カタオモイ","Aimer","daydream","カタオモイ","Aimer","カタオモイ","Aimer","manual","1"
"431357026","107551815","ninelie","Aimer","daydream","ninelie","Aimer","","","manual","1"
"431811484","108666152","Ignite","Zedd","Ignite (2016 League Of Legends World Championship)","Ignite","Zedd","","","manual","1"
"432509390","108668880","LOSER","米津玄師","LOSER / ナンバーナイン","LOSER","米津玄師","LOSER","米津玄師","manual","1"
"439076801","110054424","Monster","STARSET","Monster","Monster","STARSET","Monster","Starset","manual","1"
"446627347","202162136","心拍数♯0822（翻自 初音ミク）","Akie秋绘","冬氤。2016-17","心拍数♯0822（翻自 初音ミク）","Akie秋绘","","","manual","1"
"447925109","200003793","죽어도 너야","V","화랑 OST Part 2","죽어도 너야","V","","","manual","1"
"448119","102683480","騎士王の誇り","川井憲次","TVアニメ｢Fate/stay night A.Original Sountrack｣","騎士王の誇り","川井憲次","騎士王の誇り","川井宪次","manual","1"
"448144319","200106989","今年勇","许嵩","今年勇","今年勇","许嵩","","","manual","1"
"449818741","200255722","光年之外","G.E.M.邓紫棋","光年之外","光年之外","G.E.M.邓紫棋","光年之外","G.E.M. 邓紫棋","manual","1"
"451703096","200732335","Shape of You","Ed Sheeran","Shape of You","Shape of You","Ed Sheeran","Shape of You","Ed Sheeran","manual","1"
"452986458","200519549","红昭愿","音阙诗听","红昭愿","红昭愿","音阙诗听","红昭愿","音阙诗听","manual","1"
"454438530","200520421","被成全","苏琛","被成全","被成全","苏琛","被成全","苏琛","manual","1"
"454730055","110054424","Monster","STARSET","Vessels","Monster","STARSET","Monster","Starset","name_artist",""
"455426786","335470413","盲眼画师","洛绯烟","洛绯烟原创音乐故事专辑《听文》","盲眼画师","洛绯烟","","","manual","1"
"455502615","109212696","永世のクレイドル","鈴華ゆう子","CRADLE OF ETERNITY","永世のクレイドル","鈴華ゆう子","","","manual","1"
"462857509","102989825","色彩 ~訣別の時来たれり~","la la larks","Fate/Grand Order Original Soundtrack I","色彩 ~訣別の時来たれり~","la la larks","","","manual","1"
"462861453","474081036","色彩 ~雪花の盾~","la la larks","Fate/Grand Order Original Soundtrack I","色彩 ~雪花の盾~","la la larks","","","manual","1"
"471291389","217428815","陈冠希-陈冠希 - 战争（DJ Mr Felix Remix Bpm90）（Dj Felix Remix）","Dj Felix","战争Remix","陈冠希-陈冠希 - 战争（DJ Mr Felix Remix Bpm90）（Dj Felix Remix）","Dj Felix","陈冠希 - 战争","DJ Felix","manual","1"
"474739593","201698302","カサネテク","中村千尋","カサネテク","カサネテク","中村千尋","","","manual","1"
"476081885","202085510","LAST STARDUST","Aimer","BEST SELECTION ""noir""","LAST STARDUST","Aimer","LAST STARDUST","Aimer","manual","1"
"476081899","1762530","星屑ビーナス","Aimer","BEST SELECTION ""blanc""","星屑ビーナス","Aimer","星屑ビーナス","Aimer","manual","1"
"478507889","273439632","卡农（经典钢琴版）","dylanf","卡农Canon in D","卡农（经典钢琴版）","dylanf","","","manual","1"
"479029262","204232725","RAGE OF DUST","SPYAIR","機動戦士ガンダム 鉄血のオルフェンズ COMPLETE BEST","RAGE OF DUST","SPYAIR","","","manual","1"
"480097177","202221028","イマココ","東山奈央","イマココ / 月がきれい (アニメ盤)","イマココ","東山奈央","イマココ","东山奈央","manual","1"
"482633121","202603057","ERENthe標","澤野弘之","TVアニメ「進撃の巨人」Season 2 オリジナルサウンドトラック","ERENthe標","澤野弘之","","","manual","1"
"483671599","202773258","追光者","岑宁儿","夏至未至 影视原声带","追光者","岑宁儿","","","manual","1"
"4873065","433224","月光","胡彦斌","秦时明月 原声大碟","月光","胡彦斌","","","manual","1"
"4878122","3574664","乱世巨星（电影《97古惑仔：战无不胜》插曲）","陈小春","古惑仔最强精选集","乱世巨星（电影《97古惑仔：战无不胜》插曲）","陈小春","","","manual","1"
"490182455","324010856","THERE IS A REASON","鈴木このみ","「ノーゲーム・ノーライフ」コンプリートソングス「NO SONG NO LIFE」","THERE IS A REASON","鈴木このみ","","","manual","1"
"490595348","107870320","Désir TV Size ver.","GARNiDELiA","Désir TV Size ver.","Désir TV Size ver.","GARNiDELiA","","","manual","1"
"490602360","203278993","英雄 運命の詩","EGOIST","英雄　運命の詩","英雄 運命の詩","EGOIST","","","manual","1"
"491276296","252120240","山海志异","橙翼 情桑 帝听","春日迟迟","山海志异","橙翼 情桑 帝听","","","manual","1"
"4919981","109015584","Believe Me","阿保剛","STEINS;GATE サウンドトラックⅡ「Event Horizon」","Believe Me","阿保剛","","","manual","1"
"493093412","203527931","我的一个道姑朋友（男声版）（Cover Lon）","黑崎子","我的一个道姑朋友","我的一个道姑朋友（男声版）（Cover Lon）","黑崎子","","","manual","1"
"4930982","251008127","英雄(voyager version)","ボイジャー","すすめ!ウルトラマンゼロ","英雄(voyager version)","ボイジャー","","","manual","1"
"496617470","202689328","不见有情","河图","不见有情","不见有情","河图","不见有情","河图","manual","1"
"496869422","203636496","打上花火","Daoko","打上花火","打上花火","Daoko","","","manual","1"
"496902073","108175962","and I'm home -Original Master Version.-","喜多村英梨","「魔法少女まどか☆マギカ」 Ultimate Best","and I'm home -Original Master Version.-","喜多村英梨","","","manual","1"
"498187","100483512","βίος <MK+nZk Version>","小林未郁","GUILTY CROWN THEME SONGS COLLECTION","βίος <MK+nZk Version>","小林未郁","βίος <MK+nZk Version>","小林未郁","name_artist","1"
"499009","273528193","Unicorn","Hiroyuki Sawano","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1","Unicorn","Hiroyuki Sawano","","","manual","1"
"499299379","235886436","谓风","流仙","谓风","谓风","流仙","","","manual","1"
"499818","4939978","cocoon","林ゆうき","「トライアングル」オリジナル・サウンドトラック","cocoon","林ゆうき","","","manual","1"
"505446392","203838080","哪吒","蔡翊昇","十三夜之月","哪吒","蔡翊昇","","","manual","1"
"506196018","260354549","Legends Never Die","英雄联盟","Legends Never Die","Legends Never Die","英雄联盟","","","manual","1"
"512377169","200700861","orion","米津玄師","BOOTLEG","orion","米津玄師","","","manual","1"
"516997458","208890718","白石溪（Cover 洛天依 / 乐正绫）","双笙（陈元汐）","白石溪（Cover 洛天依 / 乐正绫）","白石溪（Cover 洛天依 / 乐正绫）","双笙（陈元汐）","","","manual","1"
"521418146","212013053","清廉なるHeretics","DracoVirgo","清廉なるHeretics","清廉なるHeretics","DracoVirgo","清廉なるHeretics","DracoVirgo","manual","1"
"524290692","212437296","Main Title and Escape","John Williams","Star Wars: The Last Jedi (Original Motion Picture Soundtrack)","Main Title and Escape","John Williams","","","manual","1"
"525278976","212656958","黑夜问白天","林俊杰","黑夜问白天","黑夜问白天","林俊杰","黑夜问白天","林俊杰","manual","1"
"525558041","276530787","若某日我封笔","河图","河图作品合集","若某日我封笔","河图","","","manual","1"
"529055542","229256745","一剑天涯","萧忆情Alex","一剑天涯","一剑天涯","萧忆情Alex","一剑天涯","萧忆情Alex","manual","1"
"529391590","212859761","人間だった (はるまきごはん歌唱カバー)","はるまきごはん","SLEEP SHEEP SUNROOM","人間だった (はるまきごはん歌唱カバー)","はるまきごはん","","","manual","1"
"530126","323960584","泣き虫空に可愛い傘","高橋優","こどものうた","泣き虫空に可愛い傘","高橋優","泣き虫空に可愛い傘","高橋優","manual","1"
"531295576","212877015","最美的期待","周笔畅","最美的期待","最美的期待","周笔畅","最美的期待","周笔畅","manual","1"
"532777446","213046248","月と花束 -アニメ「Fate/EXTRA Last Encore」ED ver.-","さユり","月と花束 (アニメ盤)","月と花束 -アニメ「Fate/EXTRA Last Encore」ED ver.-","さユり","","","manual","1"
"534066224","272291133","CLEAR","坂本真綾","CLEAR","CLEAR","坂本真綾","CLEAR","坂本真綾","manual","1"
"536622304","213086592","Lemon","米津玄師","Lemon","Lemon","米津玄師","Lemon","米津玄師","manual","1"
"536623413","212893338","ワルキューレがとまらない ～without Freyja～","ワルキューレ","ワルキューレは裏切らない","ワルキューレがとまらない ～without Freyja～","ワルキューレ","","","manual","1"
"536623501","212893338","Ref:rain","Aimer","Ref:rain / 眩いばかり","Ref:rain","Aimer","ワルキューレがとまらない〜without Freyja〜","Walküre","manual","1"
"540418","105917771","素敌だね","RIKKI","FINAL FANTASY X Original Soundtrack","素敌だね","RIKKI","","","manual","1"
"540968","213228498","One more time, One more chance","山崎まさよし","One more time, One more chance","One more time, One more chance","山崎まさよし","","","manual","1"
"541480120","617723845","清风未老","Winky诗","江湖客","清风未老","Winky诗","","","manual","1"
"543798303","216483178","ありがとう···","KOKIA","EVOLVE to LOVE -20 years Anniversary BEST-","ありがとう···","KOKIA","","","manual","1"
"548145483","204524531","一刀繚乱","六花","Fate/Grand Order Original Soundtrack II","一刀繚乱","六花","一刀繚乱","六花","manual","1"
"548145493","212013053","清廉なるHeretics","DracoVirgo","Fate/Grand Order Original Soundtrack II","清廉なるHeretics","DracoVirgo","清廉なるHeretics","DracoVirgo","manual","1"
"551277612","637536475","ヤキモチ（吃醋）（Cover 高橋優）","ゆう十","ヤキモチ（吃醋）","ヤキモチ（吃醋）（Cover 高橋優）","ゆう十","鐵花飛","Mili","manual","1"
"553738818","472269838","Miss U the 715th time","AniFace","三音成曲","Miss U the 715th time","AniFace","Miss U the 715th time","AniFace","manual","1"
"553755659","213958134","可不可以","张紫豪","可不可以","可不可以","张紫豪","","","manual","1"
"557579695","214052613","FAKE LOVE","BTS (防弹少年团)","LOVE YOURSELF 轉 'Tear'","FAKE LOVE","BTS (防弹少年团)","","","manual","1"
"560084","1762530","星屑ビーナス","Aimer","あなたに出会わなければ〜夏雪冬花〜/星屑ビーナス","星屑ビーナス","Aimer","星屑ビーナス","Aimer","manual","1"
"560108","1018473","MEMORIA","藍井エイル","MEMORIA","MEMORIA","藍井エイル","MEMORIA","藍井エイル","manual","1"
"560139","954181","六等星の夜","Aimer","六等星の夜 / 悲しみはオーロラに / TWINKLE TWINKLE LITTLE STAR","六等星の夜","Aimer","","","manual","1"
"569214126","214043333","可能否","木小雅","可能否","可能否","木小雅","可能否","木小雅","manual","1"
"574335388","214128980","云舒","河图","云舒","云舒","河图","","","manual","1"
"60280","101451","离别","阿杜","天黑","离别","阿杜","","","manual","1"
"605495","1058016","BRAVING!","KANAN","BRAVING!","BRAVING!","KANAN","BRAVING!","KANAN","manual","1"
"618325","7410195","絆","miu-clips","Rhythm of My Heart","絆","miu-clips","","","manual","1"
"620773","1784417","花のあとさき","mao","花のあとさき","花のあとさき","mao","","","manual","1"
"622956","1722281","HesitationSnow","fripSide","はつゆきさくら COMPLETE SOUNDTRACK","HesitationSnow","fripSide","HesitationSnow","fripSide","manual","1"
"644183","234113407","キミガタメ","Suara","夢路","キミガタメ","Suara","","","manual","1"
"64922","1338416","落花流水","陈奕迅","Solidays 新曲+精选","落花流水","陈奕迅","落花流水","陈奕迅","manual","1"
"654984","5193769","卒業メモリーズ〜サヨナラ、あなた。〜","沢井美空","卒業メモリーズ〜サヨナラ、あなた。〜","卒業メモリーズ〜サヨナラ、あなた。〜","沢井美空","","","manual","1"
"657666","102795182","残酷な天使のテーゼ","高橋洋子","残酷な天使のテーゼ/FLY ME TO THE MOON","残酷な天使のテーゼ","高橋洋子","残酷な天使のテーゼ","高橋洋子","manual","1"
"705331","102326703","コネクト","ClariS","コネクト","コネクト","ClariS","コネクト","ClariS","manual","1"
"713131","245584372","英雄","doa","英雄","英雄","doa","英雄","doa","manual","1"
"715785","220676817","Kronos","削除","Selentia","Kronos","削除","","","manual","1"
"719102","576733049","SAKURA","いきものがかり","SAKURA","SAKURA","いきものがかり","","","manual","1"
"722928","233032180","Departures〜あなたにおくるアイの歌〜","EGOIST","Departures~あなたにおくるアイの歌~","Departures〜あなたにおくるアイの歌〜","EGOIST","","","manual","1"
"722932","233032188","Euterpe","EGOIST","Departures~あなたにおくるアイの歌~","Euterpe","EGOIST","","","manual","1"
"730669","1824721","星の在り処","う～み","空を見上げて ～英雄伝説 空の軌跡 ボーカルバージョン～","星の在り処","う～み","星の在り処","う～み","manual","1"
"809268","1833093","sweets parade","花澤香菜","妖狐×僕SS ENDING SONG Vol.3","sweets parade","花澤香菜","","","manual","1"
"812400","435095664","PLANET","ラムジ","3ラムジ","PLANET","ラムジ","","","manual","1"
"818316","268347156","ツキアカリのミチシルベ","ステレオポニー","ツキアカリのミチシルベ","ツキアカリのミチシルベ","ステレオポニー","","","manual","1"
"831869","4799526","幼女幻奏","Sing, R. Sing!","らんしゃましゃんしゃん♪","幼女幻奏","Sing, R. Sing!","幼女幻奏","Sing, R. Sing!","manual","1"
"857619","102184080","深海少女","のぶなが","voices in a bottle ～海を越え届いた歌声～","深海少女","のぶなが","","","manual","1"
"863967108","236898237","Barricades <MOVIEver.>","澤野弘之","劇場版「進撃の巨人」Season2 ～覚醒の咆哮～ 特典CD","Barricades <MOVIEver.>","澤野弘之","","","manual","1"
"86849","5162654","爱与诚","古巨基","大雄","爱与诚","古巨基","","","manual","1"
"93053","412255","男人KTV","胡彦斌","男人歌 全胜 铂金版","男人KTV","胡彦斌","","","manual","1"
"93213","98087","红颜","胡彦斌","MuSiC混合体","红颜","胡彦斌","红颜","胡彦斌","manual","1"
"","100229","梦的光点","王心凌","Cyndi With U","","","梦的光点","王心凌","qq_only",""
"","1007827","蓝莲花","许巍","时光, 漫步","","","蓝莲花","许巍","qq_only",""
"","100929","一眼万年","S.H.E","天外飞仙 电视原声带","","","一眼万年","S.H.E","qq_only",""
"","101014","曹操","林俊杰","曹操","","","曹操","林俊杰","qq_only",""
"","101091484","给我一首歌的时间","周杰伦","魔杰座","","","给我一首歌的时间","周杰伦","qq_only",""
"","101101739","红模仿","周杰伦","依然范特西","","","红模仿","周杰伦","qq_only",""
"","101133228","鞋子特大号","周杰伦","哎呦，不错哦","","","鞋子特大号","周杰伦","qq_only",""
"","101304","孤单心事","蓝又时","终极一班 电视剧原声带","","","孤单心事","蓝又时","qq_only",""
"","101369814","算什么男人","周杰伦","哎呦，不错哦","","","算什么男人","周杰伦","qq_only",""
"","101369881","my sweetest one","Aimer","broKen NIGHT / holLow wORlD","","","my sweetest one","Aimer","qq_only",""
"","101465618","Y.M.C.A.","Village People","Cruisin'","","","Y.M.C.A.","Village People","qq_only",""
"","101659149","翅膀","林俊杰","乐行者","","","翅膀","林俊杰","qq_only",""
"","101787866","天涯过客","周杰伦","哎呦，不错哦","","","天涯过客","周杰伦","qq_only",""
"","101787871","听爸爸的话","周杰伦","哎呦，不错哦","","","听爸爸的话","周杰伦","qq_only",""
"","101787872","美人鱼","周杰伦","哎呦，不错哦","","","美人鱼","周杰伦","qq_only",""
"","101787873","听见下雨的声音","周杰伦","哎呦，不错哦","","","听见下雨的声音","周杰伦","qq_only",""
"","101795113","手心的蔷薇","林俊杰","新地球 - 人 (Special Edition)","","","手心的蔷薇","林俊杰","qq_only",""
"","101795117","生生","林俊杰","新地球 - 人 (Special Edition)","","","生生","林俊杰","qq_only",""
"","101810791","千本桜","初音未来","EXIT TUNES PRESENTS Vocalodream (ボカロドリーム) feat. 初音ミク","","","千本桜","初音未来","qq_only",""
"","101813361","素颜","许嵩","素颜","","","素颜","许嵩","qq_only",""
"","101821458","色彩","坂本真綾","幸せについて私が知っている５つの方法／色彩","","","色彩","坂本真綾","qq_only",""
"","101823812","BACK ON THE ROCKS","Mega NRG Man","SUPER EUROBEAT presents INITIAL D ABSOLUTE ALBUM feat.KEISUKE TAKAHASHI","","","BACK ON THE ROCKS","Mega NRG Man","qq_only",""
"","101836541","カラフル。","沢井美空","カラフル。(期間生産限定盤)","","","カラフル。","沢井美空","qq_only",""
"","1018473","MEMORIA","藍井エイル","MEMORIA","","","MEMORIA","藍井エイル","qq_only",""
"","102061303","参商","蔡明希-不才","参商","","","参商","蔡明希-不才","qq_only",""
"","102065756","七里香","周杰伦","七里香","","","七里香","周杰伦","qq_only",""
"","102066449","退后","周杰伦","依然范特西","","","退后","周杰伦","qq_only",""
"","102072239","心做し","蝶々P","EXIT TUNES PRESENTS GUMical from Megpoid","","","心做し","蝶々P","qq_only",""
"","102174735","君がいなくちゃだめなんだ","花澤香菜","君がいなくちゃだめなんだ","","","君がいなくちゃだめなんだ","花澤香菜","qq_only",""
"","102190373","This game","铃木木乃美","鈴木このみ2ndアルバム「18 -Colorful Gift-」【通常盤】","","","This game","铃木木乃美","qq_only",""
"","102193601","See You Again (feat. Charlie Puth)","Wiz Khalifa","Furious 7: Original Motion Picture Soundtrack (Explicit)","","","See You Again (feat. Charlie Puth)","Wiz Khalifa","qq_only",""
"","102204538","阳光宅男","周杰伦","我很忙","","","阳光宅男","周杰伦","qq_only",""
"","102296985","有何不可","许嵩","自定义","","","有何不可","许嵩","qq_only",""
"","102296994","残酷月光","林宥嘉","神秘嘉宾","","","残酷月光","林宥嘉","qq_only",""
"","102320103","白色风车","周杰伦","依然范特西","","","白色风车","周杰伦","qq_only",""
"","102323146","猪突猛進","百石元","冴えない彼女の育てかた 第2巻 特典CD","","","猪突猛進","百石元","qq_only",""
"","102326703","コネクト","ClariS","ClariS -Single Best 1st-","","","コネクト","ClariS","qq_only",""
"","102328570","小太阳","五月天","小太阳","","","小太阳","五月天","qq_only",""
"","102331616","摩托车日记","五月天","为爱而生","","","摩托车日记","五月天","qq_only",""
"","102335716","Against All Odds (Take A Look at Me Now)","Mariah Carey","Coast To Coast (Expanded Edition)","","","Against All Odds (Take A Look at Me Now)","Mariah Carey","qq_only",""
"","102340965","蒲公英的约定","周杰伦","我很忙","","","蒲公英的约定","周杰伦","qq_only",""
"","102340968","扯","周杰伦","我很忙","","","扯","周杰伦","qq_only",""
"","102340969","甜甜的","周杰伦","我很忙","","","甜甜的","周杰伦","qq_only",""
"","102349878","Go Time","Mark Petrie","Go Time","","","Go Time","Mark Petrie","qq_only",""
"","102367085","不将就","李荣浩","有理想","","","不将就","李荣浩","qq_only",""
"","102386452","なきむし。","沢井美空","なきむし。","","","なきむし。","沢井美空","qq_only",""
"","102387924","眉间雪","晴愔","","","","眉间雪","晴愔","qq_only",""
"","102415346","她说","林俊杰","她说 概念自选辑","","","她说","林俊杰","qq_only",""
"","102422728","宣","五色石南叶","珠联璧合","","","宣","五色石南叶","qq_only",""
"","102425546","绅士","薛之谦","绅士","","","绅士","薛之谦","qq_only",""
"","102426717","明日はきっといい日になる","高桥优","明日はきっといい日になる","","","明日はきっといい日になる","高桥优","qq_only",""
"","102433800","玫瑰花的葬礼","许嵩","许嵩早期单曲集","","","玫瑰花的葬礼","许嵩","qq_only",""
"","102440954","What About Now","Westlife","The Lovesongs","","","What About Now","Westlife","qq_only",""
"","102627227","Brave Shine","Aimer","Brave Shine (期間生産限定アニメ盤)","","","Brave Shine","Aimer","qq_only",""
"","102636799","演员","薛之谦","绅士","","","演员","薛之谦","qq_only",""
"","102656421","黒点","高梨康治","NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅱ","","","黒点","高梨康治","qq_only",""
"","102683480","騎士王の誇り","川井宪次","Fate/Stay night A.OST","","","騎士王の誇り","川井宪次","qq_only",""
"","102689657","残酷な天使のテーゼ","高橋洋子","〜refrain〜","","","残酷な天使のテーゼ","高橋洋子","qq_only",""
"","102692","瓦解","南拳妈妈","南拳妈妈的夏天","","","瓦解","南拳妈妈","qq_only",""
"","102795182","残酷な天使のテーゼ","高橋洋子","残酷な天使のテーゼ / FLY ME TO THE MOON","","","残酷な天使のテーゼ","高橋洋子","qq_only",""
"","102947644","おかえり","高桥优","高橋優 BEST 2009-2015 『笑う約束』","","","おかえり","高桥优","qq_only",""
"","103061880","Five Hundred Miles","Justin Timberlake","Inside Llewyn Davis: Original Soundtrack Recording","","","Five Hundred Miles","Justin Timberlake","qq_only",""
"","103107275","地球ぎ","石橋優子","聖闘士星矢 冥王ハーデス編 スペシャルアルバム","","","地球ぎ","石橋優子","qq_only",""
"","103107720","ペガサス幻想","MAKE-UP","聖闘士星矢","","","ペガサス幻想","MAKE-UP","qq_only",""
"","103169878","Clear Mind","遠藤正明","遊☆戯☆王5D's ヴォーカルベスト","","","Clear Mind","遠藤正明","qq_only",""
"","103178866","Butter-Fly","和田光司","デジモンアドベンチャー・シングルヒットパレード","","","Butter-Fly","和田光司","qq_only",""
"","103519","退让","阿杜","哈啰","","","退让","阿杜","qq_only",""
"","104136939","勝利は目の前!","増田順一","ニンテンドーDS ポケモンブラック2・ホワイト2 スーパーミュージックコンプリート","","","勝利は目の前!","増田順一","qq_only",""
"","104674830","小孩","薛之谦","一半","","","小孩","薛之谦","qq_only",""
"","104792679","一半","薛之谦","一半","","","一半","薛之谦","qq_only",""
"","104797933","半道英雄","小葵","","","","半道英雄","小葵","qq_only",""
"","104838718","小幸运","田馥甄","我的少女时代 电影原声带","","","小幸运","田馥甄","qq_only",""
"","104868274","砂塵の彼方へ…","Revo","Dream Port","","","砂塵の彼方へ…","Revo","qq_only",""
"","104879154","流れ星","塩ノ谷早耶香","S with","","","流れ星","塩ノ谷早耶香","qq_only",""
"","104913384","来自天堂的魔鬼","G.E.M. 邓紫棋","新的心跳","","","来自天堂的魔鬼","G.E.M. 邓紫棋","qq_only",""
"","105029937","我知道你都知道","薛之谦","几个薛之谦","","","我知道你都知道","薛之谦","qq_only",""
"","105030812","Faded","Alan Walker","Faded","","","Faded","Alan Walker","qq_only",""
"","105163193","美しきもの","Sound Horizon","Roman","","","美しきもの","Sound Horizon","qq_only",""
"","105163752","爱笑的眼睛","林俊杰","她说 概念自选辑","","","爱笑的眼睛","林俊杰","qq_only",""
"","105388642","醉赤壁","林俊杰","JJ陆","","","醉赤壁","林俊杰","qq_only",""
"","105388644","第几个100天","林俊杰","100天","","","第几个100天","林俊杰","qq_only",""
"","105393420","关键词","林俊杰","和自己对话 From M.E. To Myself","","","关键词","林俊杰","qq_only",""
"","105484314","恋愛サーキュレーション","花澤香菜","歌物語-〈物語〉シリーズ主題歌集-","","","恋愛サーキュレーション","花澤香菜","qq_only",""
"","105503773","无敌","邓超","无敌","","","无敌","邓超","qq_only",""
"","105519195","山外小楼夜听雨","任然","从小到大","","","山外小楼夜听雨","任然","qq_only",""
"","105578699","Floating Heart","内田彩","Sweet Tears","","","Floating Heart","内田彩","qq_only",""
"","105605711","爱不会绝迹","林俊杰","恐龙宝贝之龙神勇士 动漫原声带","","","爱不会绝迹","林俊杰","qq_only",""
"","105648974","梦回还","呦猫UNEKO","狐妖小红娘 动画原声带","","","梦回还","呦猫UNEKO","qq_only",""
"","1056505","第二人生","五月天","第二人生（末日版）","","","第二人生","五月天","qq_only",""
"","1056520","诺亚方舟","五月天","第二人生（明日版）","","","诺亚方舟","五月天","qq_only",""
"","105671604","さくらのうた","高桥优","さくらのうた","","","さくらのうた","高桥优","qq_only",""
"","105671607","メガネが割れそう","高桥优","さくらのうた","","","メガネが割れそう","高桥优","qq_only",""
"","105709183","明月天涯","五音Jw","聆音","","","明月天涯","五音Jw","qq_only",""
"","1058016","BRAVING!","KANAN","BRAVING!","","","BRAVING!","KANAN","qq_only",""
"","105805425","黑暗童话","Anti-General","Mavericks Volume 1","","","黑暗童话","Anti-General","qq_only",""
"","105905349","花田错","王力宏","盖世英雄","","","花田错","王力宏","qq_only",""
"","105905408","心中的日月","王力宏","心中的日月","","","心中的日月","王力宏","qq_only",""
"","106034300","雅俗共赏","许嵩","青年晚报","","","雅俗共赏","许嵩","qq_only",""
"","106164","放生","范逸臣 Van Fan","不说出的温柔","","","放生","范逸臣 Van Fan","qq_only",""
"","106270440","光るなら","Goose house","J-アニソン神曲祭り-パレード- [DJ和 in No.1胸熱MIX]","","","光るなら","Goose house","qq_only",""
"","106381715","初学者","薛之谦","初学者","","","初学者","薛之谦","qq_only",""
"","106676550","退后","周杰伦","K情歌 6","","","退后","周杰伦","qq_only",""
"","106691228","处处吻","杨千嬅","电光幻影","","","处处吻","杨千嬅","qq_only",""
"","106698217","三国恋","Tank","2006 MP3人气超强总冠军","","","三国恋","Tank","qq_only",""
"","1067128","老男孩","筷子兄弟","父亲","","","老男孩","筷子兄弟","qq_only",""
"","106950182","Go! Go! Maniac","放課後ティータイム","Go! Go! Maniac (From ""K-ON!!)","","","Go! Go! Maniac","放課後ティータイム","qq_only",""
"","107192538","刚刚好","薛之谦","初学者","","","刚刚好","薛之谦","qq_only",""
"","107299139","サングラス/メガネツインズ","高桥优","産まれた理由","","","サングラス/メガネツインズ","高桥优","qq_only",""
"","107346918","swordland","梶浦由记","ソードアート・オンライン Original Soundtrack vol.1","","","swordland","梶浦由记","qq_only",""
"","107439472","我好像在哪见过你","薛之谦","初学者","","","我好像在哪见过你","薛之谦","qq_only",""
"","107659694","愛してる","高铃","夏目友人帳 主題歌集","","","愛してる","高铃","qq_only",""
"","107726178","少年他的奇幻漂流","五月天","自传","","","少年他的奇幻漂流","五月天","qq_only",""
"","107726179","顽固","五月天","自传","","","顽固","五月天","qq_only",""
"","107726181","终于结束的起点","五月天","自传","","","终于结束的起点","五月天","qq_only",""
"","107726201","成名在望","五月天","自传","","","成名在望","五月天","qq_only",""
"","107762013","前前前世","RADWIMPS","君の名は。","","","前前前世","RADWIMPS","qq_only",""
"","107762070","小半","陈粒","小梦大半","","","小半","陈粒","qq_only",""
"","107885500","不老梦","银临","不老梦","","","不老梦","银临","qq_only",""
"","107932796","光の破片","高桥优","光の破片","","","光の破片","高桥优","qq_only",""
"","107932907","視力検査","高桥优","光の破片","","","視力検査","高桥优","qq_only",""
"","108166948","カタオモイ","Aimer","デイドリーム","","","カタオモイ","Aimer","qq_only",""
"","108174561","かくしん的☆めたまるふぉ～ぜっ！","田中あいみ","｢干物妹! うまるちゃん｣ベストアルバム~UMARU THE BEST~","","","かくしん的☆めたまるふぉ～ぜっ！","田中あいみ","qq_only",""
"","108657069","Entorevolution","Bernis","NEGA FRAGMENTS","","","Entorevolution","Bernis","qq_only",""
"","108668880","LOSER","米津玄師","LOSER / ナンバーナイン","","","LOSER","米津玄師","qq_only",""
"","109000653","象","高桥优","来し方行く末","","","象","高桥优","qq_only",""
"","109005773","That Girl","Olly Murs","24 HRS (Deluxe)","","","That Girl","Olly Murs","qq_only",""
"","109188916","ひまわりの約束","秦基博","秦 基博と映画主題歌","","","ひまわりの約束","秦基博","qq_only",""
"","109581624","帮主夫人","少年霜","","","","帮主夫人","少年霜","qq_only",""
"","110054424","Monster","Starset","Vessels","","","Monster","Starset","qq_only",""
"","1114944","HITO-TO-HITO","高桥优","卒業","","","HITO-TO-HITO","高桥优","qq_only",""
"","1126446","刀剑如梦","周华健","风雨无阻","","","刀剑如梦","周华健","qq_only",""
"","1129073","纯真","五月天","人生海海","","","纯真","五月天","qq_only",""
"","1149113","Lullaby","Christian Henson","Triangle (Original Motion Picture Soundtrack) [feat. Dot Allison]","","","Lullaby","Christian Henson","qq_only",""
"","121561685","山海志异","橙翼 / 帝听 / 情桑","","","","山海志异","橙翼 / 帝听 / 情桑","qq_only",""
"","1249546","裙下之臣","陈奕迅","What's Going On...? (Remastered 2019)","","","裙下之臣","陈奕迅","qq_only",""
"","1249550","富士山下","陈奕迅","What's Going On...? (Remastered 2019)","","","富士山下","陈奕迅","qq_only",""
"","1251166","浮夸","陈奕迅","U 87","","","浮夸","陈奕迅","qq_only",""
"","127511778","Renegade","塞壬唱片-MSR","Renegade","","","Renegade","塞壬唱片-MSR","qq_only",""
"","127552825","秋绪","塞壬唱片-MSR","秋绪","","","秋绪","塞壬唱片-MSR","qq_only",""
"","1313990","红玫瑰","陈奕迅","认了吧","","","红玫瑰","陈奕迅","qq_only",""
